dataset,classifier,metric,author,value_name,value
Mushroom,svm,acc,renato-augusto-v2,v10,0.9725177305
Mushroom,bayes,f1,renato-augusto-v2,v10,0.6586879433
Mushroom,bayes,acc,renato-augusto-v2,v10,0.6586879433
Mushroom,tree,f1,renato-augusto-v2,v10,1.0
Mushroom,tree,acc,renato-augusto-v2,v10,1.0
Mushroom,knn,f1,renato-augusto-v2,v10,1.0
Mushroom,knn,acc,renato-augusto-v2,v10,1.0
car.csv,perceptron,f1,romulo-jordao,v10,0.6190375303
car.csv,perceptron,acc,romulo-jordao,v10,0.8898550725
car.csv,svm,f1,romulo-jordao,v10,0.9148043867
car.csv,svm,acc,romulo-jordao,v10,0.9710144928
car.csv,bayes,f1,romulo-jordao,v10,0.7308239025
car.csv,bayes,acc,romulo-jordao,v10,0.8086956522
car.csv,knn,f1,romulo-jordao,v10,0.6071703006
car.csv,knn,acc,romulo-jordao,v10,0.8434782609
car.csv,tree,f1,romulo-jordao,v10,0.8949949218
car.csv,tree,acc,romulo-jordao,v10,0.9594202899
mushroom,perceptron,acc,thalles--barros,v10,0.703817734
mushroom,perceptron,f1,thalles--barros,v10,0.7017567907
mushroom,svm,acc,thalles--barros,v10,0.9704433498
mushroom,svm,f1,thalles--barros,v10,0.9645104895
mushroom,bayes,acc,thalles--barros,v10,0.9550492611
mushroom,bayes,f1,thalles--barros,v10,0.9468759508
mushroom,tree,acc,thalles--barros,v10,0.9852216749
mushroom,tree,f1,thalles--barros,v10,0.9826619217
mushroom,knn,acc,thalles--barros,v10,0.8214285714
mushroom,knn,f1,thalles--barros,v10,0.7570467583
dataset_name,classifier_name,metric,vitor--garcia,v10,
agaricus-lepiota,perceptron,f1,vitor--garcia,v10,0.9676859348
agaricus-lepiota,perceptron,acc,vitor--garcia,v10,0.9689716312
agaricus-lepiota,svm,f1,vitor--garcia,v10,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v10,1.0
agaricus-lepiota,bayes,f1,vitor--garcia,v10,0.581591744
agaricus-lepiota,bayes,acc,vitor--garcia,v10,0.6764184397
agaricus-lepiota,tree,f1,vitor--garcia,v10,1.0
agaricus-lepiota,tree,acc,vitor--garcia,v10,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v10,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v10,1.0
Car Evaluation,perceptron,acc,vitor-oliveira,v10,0.7514450867
Car Evaluation,perceptron,f1,vitor-oliveira,v10,0.1791044776
Car Evaluation,svm,acc,vitor-oliveira,v10,0.8612716763
Car Evaluation,svm,f1,vitor-oliveira,v10,0.7014925373
Car Evaluation,bayes,acc,vitor-oliveira,v10,0.7601156069
Car Evaluation,bayes,f1,vitor-oliveira,v10,0.6744186047
Car Evaluation,tree,acc,vitor-oliveira,v10,0.9624277457
Car Evaluation,tree,f1,vitor-oliveira,v10,0.9323308271
Car Evaluation,knn,acc,vitor-oliveira,v10,0.8815028902
Car Evaluation,knn,f1,vitor-oliveira,v10,0.8366013072
bank,perceptron,f1,ana--beatriz,v11,0.2230678206
bank,perceptron,acc,ana--beatriz,v11,0.2232044199
bank,svm,f1,ana--beatriz,v11,0.4676470588
bank,svm,acc,ana--beatriz,v11,0.8784530387
bank,bayes,f1,ana--beatriz,v11,0.6115024766
bank,bayes,acc,ana--beatriz,v11,0.8276243094
bank,tree,f1,ana--beatriz,v11,0.6514906832
bank,tree,acc,ana--beatriz,v11,0.8629834254
bank,knn,f1,ana--beatriz,v11,0.5019966579
bank,knn,acc,ana--beatriz,v11,0.879558011
glass_identification,perceptron,f1,andrey--jodar,v11,0.5204288612
glass_identification,perceptron,acc,andrey--jodar,v11,0.6666666667
glass_identification,svm,f1,andrey--jodar,v11,0.3046153846
glass_identification,svm,acc,andrey--jodar,v11,0.5
glass_identification,bayes,f1,andrey--jodar,v11,0.3090277778
glass_identification,bayes,acc,andrey--jodar,v11,0.2142857143
glass_identification,tree,f1,andrey--jodar,v11,0.6329411765
glass_identification,tree,acc,andrey--jodar,v11,0.7380952381
glass_identification,knn,f1,andrey--jodar,v11,0.4968660969
glass_identification,knn,acc,andrey--jodar,v11,0.7619047619
spambase,perceptron,f1,arthur--heiji,v11,0.8733025443
spambase,perceptron,acc,arthur--heiji,v11,0.8782608696
spambase,svm,f1,arthur--heiji,v11,0.9179381464
spambase,svm,acc,arthur--heiji,v11,0.9217391304
spambase,bayes,f1,arthur--heiji,v11,0.830046041
spambase,bayes,acc,arthur--heiji,v11,0.8304347826
spambase,tree,f1,arthur--heiji,v11,0.9015390369
spambase,tree,acc,arthur--heiji,v11,0.9054347826
spambase,knn,f1,arthur--heiji,v11,0.8997021789
spambase,knn,acc,arthur--heiji,v11,0.9043478261
winequality-red,perceptron,acc,arthur-hydeki,v11,0.8577684772
winequality-red,perceptron,f1,arthur-hydeki,v11,0.7816413593
winequality-red,svm,acc,arthur-hydeki,v11,0.8852208813
winequality-red,svm,f1,arthur-hydeki,v11,0.9436213939
winequality-red,bayes,acc,arthur-hydeki,v11,0.8104550443
winequality-red,bayes,f1,arthur-hydeki,v11,0.9048814045
winequality-red,knn,acc,arthur-hydeki,v11,0.7575998335
winequality-red,knn,f1,arthur-hydeki,v11,0.778708816
winequality-red,tree,acc,arthur-hydeki,v11,0.8273879514
winequality-red,tree,f1,arthur-hydeki,v11,0.7938919498
insurance,perceptron,acc,arthur-protazio,v11,0.8432835821
insurance,perceptron,f1,arthur-protazio,v11,0.836150231
insurance,tree,acc,arthur-protazio,v11,0.8134328358
insurance,tree,f1,arthur-protazio,v11,0.813313313
insurance,tree,acc,arthur-protazio,v11,0.8805970149
insurance,tree,f1,arthur-protazio,v11,0.8788579646
insurance,knn,acc,arthur-protazio,v11,0.7910447761
insurance,knn,f1,arthur-protazio,v11,0.7841111389
insurance,svm,acc,arthur-protazio,v11,0.8656716418
insurance,svm,f1,arthur-protazio,v11,0.8618604667
column_2C.csv,perceptron,f1,eduardo-barbeiro,v11,0.4235764236
column_2C.csv,perceptron,acc,eduardo-barbeiro,v11,0.5967741935
column_2C.csv,svm,f1,eduardo-barbeiro,v11,0.5410628019
column_2C.csv,svm,acc,eduardo-barbeiro,v11,0.7741935484
column_2C.csv,bayes,f1,eduardo-barbeiro,v11,0.8881446039
column_2C.csv,bayes,acc,eduardo-barbeiro,v11,0.9193548387
column_2C.csv,tree,f1,eduardo-barbeiro,v11,0.7057277391
column_2C.csv,tree,acc,eduardo-barbeiro,v11,0.7903225806
column_2C.csv,knn,f1,eduardo-barbeiro,v11,0.5950947603
column_2C.csv,knn,acc,eduardo-barbeiro,v11,0.7580645161
Automobile,perceptron,f1,eduardo-cavazin,v11,0.4333036245
Automobile,perceptron,acc,eduardo-cavazin,v11,0.6451612903
Automobile,svm,f1,eduardo-cavazin,v11,0.2135874878
Automobile,svm,acc,eduardo-cavazin,v11,0.5483870968
Automobile,bayes,f1,eduardo-cavazin,v11,0.3428571429
Automobile,bayes,acc,eduardo-cavazin,v11,0.5483870968
Automobile,tree,f1,eduardo-cavazin,v11,0.7385296575
Automobile,tree,acc,eduardo-cavazin,v11,0.8709677419
Automobile,knn,f1,eduardo-cavazin,v11,0.3731481481
Automobile,knn,acc,eduardo-cavazin,v11,0.6451612903
accelerator-mobile,perceptron,f1,gregory--soares,v11,0.497
accelerator-mobile,perceptron,acc,gregory--soares,v11,0.983
accelerator-mobile,svm,f1,gregory--soares,v11,0.83
accelerator-mobile,svm,acc,gregory--soares,v11,0.988
accelerator-mobile,bayes,f1,gregory--soares,v11,0.497
accelerator-mobile,bayes,acc,gregory--soares,v11,0.983
accelerator-mobile,tree,f1,gregory--soares,v11,0.915
accelerator-mobile,tree,acc,gregory--soares,v11,0.995
accelerator-mobile,knn,f1,gregory--soares,v11,0.852
accelerator-mobile,knn,acc,gregory--soares,v11,0.988
iris,perceptron,acc,gustavo--cruz-v2,v11,0.0666666667
iris,perceptron,f1,gustavo--cruz-v2,v11,0.0416666667
iris,svm,acc,gustavo--cruz-v2,v11,0.9666666667
iris,svm,f1,gustavo--cruz-v2,v11,0.9647473561
iris,bayes,acc,gustavo--cruz-v2,v11,0.9
iris,bayes,f1,gustavo--cruz-v2,v11,0.4736842105
iris,tree,acc,gustavo--cruz-v2,v11,1.0
iris,tree,f1,gustavo--cruz-v2,v11,1.0
iris,knn,acc,gustavo--cruz-v2,v11,1.0
iris,knn,f1,gustavo--cruz-v2,v11,1.0
garments-workers,perceptron,acc,isaque--cruz,v11,0.8099547511
garments-workers,perceptron,f1,isaque--cruz,v11,0.6794889503
garments-workers,svm,acc,isaque--cruz,v11,0.757918552
garments-workers,svm,f1,isaque--cruz,v11,0.4571582705
garments-workers,bayes,acc,isaque--cruz,v11,0.8076923077
garments-workers,bayes,f1,isaque--cruz,v11,0.6862342261
garments-workers,tree,acc,isaque--cruz,v11,0.814479638
garments-workers,tree,f1,isaque--cruz,v11,0.7369124009
garments-workers,knn,acc,isaque--cruz,v11,0.7895927602
garments-workers,knn,f1,isaque--cruz,v11,0.7005747252
wine,perceptron,acc,larissa-v2,v11,1.0
wine,perceptron,f1,larissa-v2,v11,1.0
wine,svm,acc,larissa-v2,v11,1.0
wine,svm,f1,larissa-v2,v11,1.0
wine,bayes,acc,larissa-v2,v11,0.9444444444
wine,bayes,f1,larissa-v2,v11,0.9428571429
wine,knn,acc,larissa-v2,v11,0.8888888889
wine,knn,f1,larissa-v2,v11,0.8877655678
wine,tree,acc,larissa-v2,v11,0.8888888889
wine,tree,f1,larissa-v2,v11,0.8902691511
tic-tac-toe,perceptron,f1,leandro-menoni,v11,0.41
tic-tac-toe,perceptron,acc,leandro-menoni,v11,0.66
tic-tac-toe,svm,f1,leandro-menoni,v11,0.45
tic-tac-toe,svm,acc,leandro-menoni,v11,0.68
tic-tac-toe,bayes,f1,leandro-menoni,v11,0.59
tic-tac-toe,bayes,acc,leandro-menoni,v11,0.72
tic-tac-toe,tree,f1,leandro-menoni,v11,0.84
tic-tac-toe,tree,acc,leandro-menoni,v11,0.85
tic-tac-toe,knn,f1,leandro-menoni,v11,0.78
tic-tac-toe,knn,acc,leandro-menoni,v11,0.82
wine-white,tree,acc,lucas-v2,v11,0.7885597549
wine-white,tree,f1,lucas-v2,v11,0.76664736
wine-white,knn,acc,lucas-v2,v11,0.7783452503
wine-white,knn,f1,lucas-v2,v11,0.7479441555
wine-white,bayes,acc,lucas-v2,v11,0.7048008172
wine-white,bayes,f1,lucas-v2,v11,0.6755397045
wine-white,perceptron,acc,lucas-v2,v11,0.671092952
wine-white,perceptron,f1,lucas-v2,v11,0.4634794744
wine-white,svm,acc,lucas-v2,v11,0.7344228805
wine-white,svm,f1,lucas-v2,v11,0.640195635
data.csv,perceptron,acc,luiz-miguel-silva,v11,0.6925
data.csv,perceptron,f1,luiz-miguel-silva,v11,0.5970303522
data.csv,svm,acc,luiz-miguel-silva,v11,0.745
data.csv,svm,f1,luiz-miguel-silva,v11,0.6313874034
data.csv,bayes,acc,luiz-miguel-silva,v11,0.65
data.csv,bayes,f1,luiz-miguel-silva,v11,0.5504330747
data.csv,knn,acc,luiz-miguel-silva,v11,0.645
data.csv,knn,f1,luiz-miguel-silva,v11,0.5399483932
data.csv,tree,acc,luiz-miguel-silva,v11,0.655
data.csv,tree,f1,luiz-miguel-silva,v11,0.5974698049
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v11,0.9642857143
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v11,0.9645168427
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v11,0.9571428571
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v11,0.9576486014
breast-cancer-wisconsin.csv,bayes,acc,mateus--raskoski,v11,0.95
breast-cancer-wisconsin.csv,bayes,f1,mateus--raskoski,v11,0.9506666667
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v11,0.9857142857
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v11,0.9857777778
breast-cancer-wisconsin.csv,tree,acc,mateus--raskoski,v11,0.95
breast-cancer-wisconsin.csv,tree,f1,mateus--raskoski,v11,0.9503235798
iris,perceptron,acc,pablo-v2,v11,0.6666666667
iris,perceptron,f1,pablo-v2,v11,0.5555555556
iris,svm,acc,pablo-v2,v11,0.9666666667
iris,svm,f1,pablo-v2,v11,0.9665831245
iris,bayes,acc,pablo-v2,v11,1.0
iris,bayes,f1,pablo-v2,v11,1.0
iris,knn,acc,pablo-v2,v11,0.9666666667
iris,knn,f1,pablo-v2,v11,0.9665831245
iris,tree,acc,pablo-v2,v11,0.9666666667
iris,tree,f1,pablo-v2,v11,0.9665831245
bank,perceptron,acc,rafael-leonardo,v11,0.6846331673
bank,perceptron,f1,rafael-leonardo,v11,0.6358098223
bank,svm,acc,rafael-leonardo,v11,0.842086613
bank,svm,f1,rafael-leonardo,v11,0.6289367178
bank,bayes,acc,rafael-leonardo,v11,0.6080273671
bank,bayes,f1,rafael-leonardo,v11,0.5169524574
bank,knn,acc,rafael-leonardo,v11,0.8476638148
bank,knn,f1,rafael-leonardo,v11,0.7183534229
bank,tree,acc,rafael-leonardo,v11,0.8339910601
bank,tree,f1,rafael-leonardo,v11,0.7187857428
Rice,perceptron,acc,rafael-scarpelli,v11,0.9
Rice,perceptron,f1,rafael-scarpelli,v11,0.8950004244
Rice,svm,acc,rafael-scarpelli,v11,0.9666666667
Rice,svm,f1,rafael-scarpelli,v11,0.9665831245
Rice,bayes,acc,rafael-scarpelli,v11,0.9
Rice,bayes,f1,rafael-scarpelli,v11,0.8997493734
Rice,knn,acc,rafael-scarpelli,v11,0.9666666667
Rice,knn,f1,rafael-scarpelli,v11,0.9665831245
Rice,tree,acc,rafael-scarpelli,v11,1.0
Rice,tree,f1,rafael-scarpelli,v11,1.0
Mushroom,perceptron,f1,renato-augusto-v2,v11,0.9867021277
Mushroom,perceptron,acc,renato-augusto-v2,v11,0.9867021277
Mushroom,svm,f1,renato-augusto-v2,v11,0.9831560284
Mushroom,svm,acc,renato-augusto-v2,v11,0.9831560284
Mushroom,bayes,f1,renato-augusto-v2,v11,0.6613475177
Mushroom,bayes,acc,renato-augusto-v2,v11,0.6613475177
Mushroom,tree,f1,renato-augusto-v2,v11,1.0
Mushroom,tree,acc,renato-augusto-v2,v11,1.0
Mushroom,knn,f1,renato-augusto-v2,v11,1.0
Mushroom,knn,acc,renato-augusto-v2,v11,1.0
car.csv,perceptron,f1,romulo-jordao,v11,0.6438977376
car.csv,perceptron,acc,romulo-jordao,v11,0.8988439306
car.csv,svm,f1,romulo-jordao,v11,0.9052709872
car.csv,svm,acc,romulo-jordao,v11,0.9739884393
car.csv,bayes,f1,romulo-jordao,v11,0.7175007879
car.csv,bayes,acc,romulo-jordao,v11,0.8063583815
car.csv,knn,f1,romulo-jordao,v11,0.4597933478
car.csv,knn,acc,romulo-jordao,v11,0.8410404624
car.csv,tree,f1,romulo-jordao,v11,0.926516419
car.csv,tree,acc,romulo-jordao,v11,0.9768786127
mushroom,perceptron,acc,thalles--barros,v11,0.4889162562
mushroom,perceptron,f1,thalles--barros,v11,0.4544848218
mushroom,svm,acc,thalles--barros,v11,0.7801724138
mushroom,svm,f1,thalles--barros,v11,0.6885002539
mushroom,bayes,acc,thalles--barros,v11,0.4716748768
mushroom,bayes,f1,thalles--barros,v11,0.4410728382
mushroom,tree,acc,thalles--barros,v11,1.0
mushroom,tree,f1,thalles--barros,v11,1.0
mushroom,knn,acc,thalles--barros,v11,0.6958128079
mushroom,knn,f1,thalles--barros,v11,0.5950811497
dataset_name,classifier_name,metric,vitor--garcia,v11,
agaricus-lepiota,perceptron,f1,vitor--garcia,v11,0.9520197921
agaricus-lepiota,perceptron,acc,vitor--garcia,v11,0.9565602837
agaricus-lepiota,svm,f1,vitor--garcia,v11,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v11,1.0
agaricus-lepiota,bayes,f1,vitor--garcia,v11,0.6214415657
agaricus-lepiota,bayes,acc,vitor--garcia,v11,0.7260638298
agaricus-lepiota,tree,f1,vitor--garcia,v11,1.0
agaricus-lepiota,tree,acc,vitor--garcia,v11,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v11,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v11,1.0
Car Evaluation,perceptron,acc,vitor-oliveira,v11,0.8208092486
Car Evaluation,perceptron,f1,vitor-oliveira,v11,0.7826086957
Car Evaluation,svm,acc,vitor-oliveira,v11,0.8815028902
Car Evaluation,svm,f1,vitor-oliveira,v11,0.75
Car Evaluation,bayes,acc,vitor-oliveira,v11,0.7716763006
Car Evaluation,bayes,f1,vitor-oliveira,v11,0.6301369863
Car Evaluation,tree,acc,vitor-oliveira,v11,0.9826589595
Car Evaluation,tree,f1,vitor-oliveira,v11,0.9746835443
Car Evaluation,knn,acc,vitor-oliveira,v11,0.9190751445
Car Evaluation,knn,f1,vitor-oliveira,v11,0.9183673469
bank,perceptron,f1,ana--beatriz,v12,0.5873053447
bank,perceptron,acc,ana--beatriz,v12,0.8805309735
bank,svm,f1,ana--beatriz,v12,0.4660366214
bank,svm,acc,ana--beatriz,v12,0.8727876106
bank,bayes,f1,ana--beatriz,v12,0.6672659918
bank,bayes,acc,ana--beatriz,v12,0.8462389381
bank,tree,f1,ana--beatriz,v12,0.7337980769
bank,tree,acc,ana--beatriz,v12,0.8915929204
bank,knn,f1,ana--beatriz,v12,0.5275694508
bank,knn,acc,ana--beatriz,v12,0.8738938053
glass_identification,perceptron,f1,andrey--jodar,v12,0.3136039886
glass_identification,perceptron,acc,andrey--jodar,v12,0.4761904762
glass_identification,svm,f1,andrey--jodar,v12,0.1970618034
glass_identification,svm,acc,andrey--jodar,v12,0.380952381
glass_identification,bayes,f1,andrey--jodar,v12,0.4181167852
glass_identification,bayes,acc,andrey--jodar,v12,0.380952381
glass_identification,tree,f1,andrey--jodar,v12,0.5678388278
glass_identification,tree,acc,andrey--jodar,v12,0.5952380952
glass_identification,knn,f1,andrey--jodar,v12,0.4432238643
glass_identification,knn,acc,andrey--jodar,v12,0.5238095238
spambase,perceptron,f1,arthur--heiji,v12,0.8853296772
spambase,perceptron,acc,arthur--heiji,v12,0.8913043478
spambase,svm,f1,arthur--heiji,v12,0.9288971327
spambase,svm,acc,arthur--heiji,v12,0.9336956522
spambase,bayes,f1,arthur--heiji,v12,0.8087065832
spambase,bayes,acc,arthur--heiji,v12,0.8097826087
spambase,tree,f1,arthur--heiji,v12,0.916726054
spambase,tree,acc,arthur--heiji,v12,0.922826087
spambase,knn,f1,arthur--heiji,v12,0.8979600943
spambase,knn,acc,arthur--heiji,v12,0.9054347826
winequality-red,perceptron,acc,arthur-hydeki,v12,0.7254383702
winequality-red,perceptron,f1,arthur-hydeki,v12,0.838728011
winequality-red,svm,acc,arthur-hydeki,v12,0.8909448135
winequality-red,svm,f1,arthur-hydeki,v12,0.895140372
winequality-red,bayes,acc,arthur-hydeki,v12,0.8749953829
winequality-red,bayes,f1,arthur-hydeki,v12,0.8151657792
winequality-red,knn,acc,arthur-hydeki,v12,0.7818618068
winequality-red,knn,f1,arthur-hydeki,v12,0.7388460261
winequality-red,tree,acc,arthur-hydeki,v12,0.8010667729
winequality-red,tree,f1,arthur-hydeki,v12,0.8377931656
insurance,perceptron,acc,arthur-protazio,v12,0.8619402985
insurance,perceptron,f1,arthur-protazio,v12,0.8592185178
insurance,tree,acc,arthur-protazio,v12,0.7798507463
insurance,tree,f1,arthur-protazio,v12,0.7821100202
insurance,tree,acc,arthur-protazio,v12,0.8805970149
insurance,tree,f1,arthur-protazio,v12,0.8798984873
insurance,knn,acc,arthur-protazio,v12,0.8246268657
insurance,knn,f1,arthur-protazio,v12,0.8217668531
insurance,svm,acc,arthur-protazio,v12,0.8880597015
insurance,svm,f1,arthur-protazio,v12,0.8866187095
column_2C.csv,perceptron,f1,eduardo-barbeiro,v12,0.563258317
column_2C.csv,perceptron,acc,eduardo-barbeiro,v12,0.7096774194
column_2C.csv,svm,f1,eduardo-barbeiro,v12,0.4681003584
column_2C.csv,svm,acc,eduardo-barbeiro,v12,0.6290322581
column_2C.csv,bayes,f1,eduardo-barbeiro,v12,0.7762416795
column_2C.csv,bayes,acc,eduardo-barbeiro,v12,0.8225806452
column_2C.csv,tree,f1,eduardo-barbeiro,v12,0.7739695341
column_2C.csv,tree,acc,eduardo-barbeiro,v12,0.8225806452
column_2C.csv,knn,f1,eduardo-barbeiro,v12,0.6910600255
column_2C.csv,knn,acc,eduardo-barbeiro,v12,0.7258064516
Automobile,perceptron,f1,eduardo-cavazin,v12,0.4309803922
Automobile,perceptron,acc,eduardo-cavazin,v12,0.5483870968
Automobile,svm,f1,eduardo-cavazin,v12,0.2645962733
Automobile,svm,acc,eduardo-cavazin,v12,0.5483870968
Automobile,bayes,f1,eduardo-cavazin,v12,0.4945209177
Automobile,bayes,acc,eduardo-cavazin,v12,0.5161290323
Automobile,tree,f1,eduardo-cavazin,v12,0.6923144488
Automobile,tree,acc,eduardo-cavazin,v12,0.8387096774
Automobile,knn,f1,eduardo-cavazin,v12,0.5985797828
Automobile,knn,acc,eduardo-cavazin,v12,0.7419354839
accelerator-mobile,perceptron,f1,gregory--soares,v12,0.494
accelerator-mobile,perceptron,acc,gregory--soares,v12,0.982
accelerator-mobile,svm,f1,gregory--soares,v12,0.812
accelerator-mobile,svm,acc,gregory--soares,v12,0.989
accelerator-mobile,bayes,f1,gregory--soares,v12,0.495
accelerator-mobile,bayes,acc,gregory--soares,v12,0.982
accelerator-mobile,tree,f1,gregory--soares,v12,0.918
accelerator-mobile,tree,acc,gregory--soares,v12,0.994
accelerator-mobile,knn,f1,gregory--soares,v12,0.822
accelerator-mobile,knn,acc,gregory--soares,v12,0.989
iris,perceptron,acc,gustavo--cruz-v2,v12,0.7
iris,perceptron,f1,gustavo--cruz-v2,v12,0.6996662959
iris,svm,acc,gustavo--cruz-v2,v12,0.3333333333
iris,svm,f1,gustavo--cruz-v2,v12,0.25
iris,bayes,acc,gustavo--cruz-v2,v12,0.9666666667
iris,bayes,f1,gustavo--cruz-v2,v12,0.9657142857
iris,tree,acc,gustavo--cruz-v2,v12,0.7
iris,tree,f1,gustavo--cruz-v2,v12,0.4117647059
iris,knn,acc,gustavo--cruz-v2,v12,1.0
iris,knn,f1,gustavo--cruz-v2,v12,1.0
garments-workers,perceptron,acc,isaque--cruz,v12,0.8031674208
garments-workers,perceptron,f1,isaque--cruz,v12,0.6927097068
garments-workers,svm,acc,isaque--cruz,v12,0.7307692308
garments-workers,svm,f1,isaque--cruz,v12,0.4456073781
garments-workers,bayes,acc,isaque--cruz,v12,0.7963800905
garments-workers,bayes,f1,isaque--cruz,v12,0.6834516345
garments-workers,tree,acc,isaque--cruz,v12,0.8393665158
garments-workers,tree,f1,isaque--cruz,v12,0.7831821416
garments-workers,knn,acc,isaque--cruz,v12,0.7986425339
garments-workers,knn,f1,isaque--cruz,v12,0.726506066
wine,perceptron,acc,larissa-v2,v12,0.9444444444
wine,perceptron,f1,larissa-v2,v12,0.9487179487
wine,svm,acc,larissa-v2,v12,1.0
wine,svm,f1,larissa-v2,v12,1.0
wine,bayes,acc,larissa-v2,v12,1.0
wine,bayes,f1,larissa-v2,v12,1.0
wine,knn,acc,larissa-v2,v12,0.9722222222
wine,knn,f1,larissa-v2,v12,0.9743209877
wine,tree,acc,larissa-v2,v12,0.9444444444
wine,tree,f1,larissa-v2,v12,0.9453132832
tic-tac-toe,perceptron,f1,leandro-menoni,v12,0.41
tic-tac-toe,perceptron,acc,leandro-menoni,v12,0.67
tic-tac-toe,svm,f1,leandro-menoni,v12,0.48
tic-tac-toe,svm,acc,leandro-menoni,v12,0.69
tic-tac-toe,bayes,f1,leandro-menoni,v12,0.55
tic-tac-toe,bayes,acc,leandro-menoni,v12,0.7
tic-tac-toe,tree,f1,leandro-menoni,v12,0.81
tic-tac-toe,tree,acc,leandro-menoni,v12,0.83
tic-tac-toe,knn,f1,leandro-menoni,v12,0.77
tic-tac-toe,knn,acc,leandro-menoni,v12,0.81
wine-white,tree,acc,lucas-v2,v12,0.7548518897
wine-white,tree,f1,lucas-v2,v12,0.7227780714
wine-white,knn,acc,lucas-v2,v12,0.7620020429
wine-white,knn,f1,lucas-v2,v12,0.7218400672
wine-white,bayes,acc,lucas-v2,v12,0.7037793667
wine-white,bayes,f1,lucas-v2,v12,0.6714734689
wine-white,perceptron,acc,lucas-v2,v12,0.6741573034
wine-white,perceptron,f1,lucas-v2,v12,0.6679362244
wine-white,svm,acc,lucas-v2,v12,0.7323799796
wine-white,svm,f1,lucas-v2,v12,0.6277674581
data.csv,perceptron,acc,luiz-miguel-silva,v12,0.6925
data.csv,perceptron,f1,luiz-miguel-silva,v12,0.6191356476
data.csv,svm,acc,luiz-miguel-silva,v12,0.7775
data.csv,svm,f1,luiz-miguel-silva,v12,0.6656486708
data.csv,bayes,acc,luiz-miguel-silva,v12,0.655
data.csv,bayes,f1,luiz-miguel-silva,v12,0.5379115379
data.csv,knn,acc,luiz-miguel-silva,v12,0.685
data.csv,knn,f1,luiz-miguel-silva,v12,0.601022199
data.csv,tree,acc,luiz-miguel-silva,v12,0.66
data.csv,tree,f1,luiz-miguel-silva,v12,0.5909266522
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v12,0.9857142857
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v12,0.9857142857
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v12,0.9928571429
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v12,0.9928744457
breast-cancer-wisconsin.csv,bayes,acc,mateus--raskoski,v12,0.9857142857
breast-cancer-wisconsin.csv,bayes,f1,mateus--raskoski,v12,0.9857815654
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v12,0.9857142857
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v12,0.9857142857
breast-cancer-wisconsin.csv,tree,acc,mateus--raskoski,v12,0.95
breast-cancer-wisconsin.csv,tree,f1,mateus--raskoski,v12,0.9495946179
iris,perceptron,acc,pablo-v2,v12,0.4
iris,perceptron,f1,pablo-v2,v12,0.2793650794
iris,svm,acc,pablo-v2,v12,0.9666666667
iris,svm,f1,pablo-v2,v12,0.9665831245
iris,bayes,acc,pablo-v2,v12,0.9333333333
iris,bayes,f1,pablo-v2,v12,0.9333333333
iris,knn,acc,pablo-v2,v12,0.9666666667
iris,knn,f1,pablo-v2,v12,0.9665831245
iris,tree,acc,pablo-v2,v12,0.9666666667
iris,tree,f1,pablo-v2,v12,0.9665831245
bank,perceptron,acc,rafael-leonardo,v12,0.6219542854
bank,perceptron,f1,rafael-leonardo,v12,0.5231118396
bank,svm,acc,rafael-leonardo,v12,0.6900097035
bank,svm,f1,rafael-leonardo,v12,0.6348256832
bank,bayes,acc,rafael-leonardo,v12,0.6308711317
bank,bayes,f1,rafael-leonardo,v12,0.5812323964
bank,knn,acc,rafael-leonardo,v12,0.8089983544
bank,knn,f1,rafael-leonardo,v12,0.642589311
bank,tree,acc,rafael-leonardo,v12,0.6468120802
bank,tree,f1,rafael-leonardo,v12,0.5038114901
Rice,perceptron,acc,rafael-scarpelli,v12,0.8
Rice,perceptron,f1,rafael-scarpelli,v12,0.7802197802
Rice,svm,acc,rafael-scarpelli,v12,1.0
Rice,svm,f1,rafael-scarpelli,v12,1.0
Rice,bayes,acc,rafael-scarpelli,v12,0.9
Rice,bayes,f1,rafael-scarpelli,v12,0.8997493734
Rice,knn,acc,rafael-scarpelli,v12,1.0
Rice,knn,f1,rafael-scarpelli,v12,1.0
Rice,tree,acc,rafael-scarpelli,v12,1.0
Rice,tree,f1,rafael-scarpelli,v12,1.0
Mushroom,perceptron,f1,renato-augusto-v2,v12,0.9933510638
